E0,03/05/2003,Blackburn,West Brom,1,1,D,1,0,H,R Styles,13,13,7,7,14,16,7,2,2,1,0,0,1.286,4.5,9,1.28,4.65,8.65,1.2,5,10,1.25,4.5,10,1.25,4.5,10,1.333,4,8.5,1.25,5,8,1.75,1.9,1.95,1.85
E0,03/05/2003,Fulham,Everton,2,0,H,2,0,H,G Barber,13,16,6,8,14,13,6,9,1,1,0,0,2.4,3.2,2.6,2.35,3.25,2.7,2.4,3,2.6,2.1,3.4,2.875,2.38,3.4,2.5,2.3,3.4,2.6,2.4,3.25,2.5,1.85,1.8,2,1.8
E0,03/05/2003,Liverpool,Man City,1,2,A,0,0,D,N Barry,8,6,6,3,9,17,8,4,2,2,0,0,1.333,4.333,7.5,1.3,4.5,9,1.25,4.5,9,1.25,4.5,10,1.36,4,7.5,1.364,4,7.5,1.28,4.5,8,1.65,2,1.85,1.95
E0,03/05/2003,Man United,Charlton,4,1,H,3,1,H,M Halsey,21,4,14,2,6,10,11,3,0,1,0,0,1.143,6.5,12,1.18,6,12,1.15,6,12,1.167,5.5,12,1.17,5.5,13,1.167,5.5,13,1.14,6,12,1.55,2.3,1.57,2.3
E0,03/05/2003,Middlesboro,Tottenham,5,1,H,3,0,H,U Rennie,26,6,16,4,15,9,8,3,0,2,0,1,2.1,3.25,3,2,3.25,3.45,1.85,3.1,3.6,1.909,3.25,3.4,1.83,3.25,3.75,1.909,3.25,3.5,1.9,3.25,3.4,1.85,1.8,1.9,1.9
E0,03/05/2003,Newcastle,Birmingham,1,0,H,1,0,H,D Elleray,18,4,9,2,14,12,8,4,0,2,0,1,1.4,3.75,7.5,1.33,4.5,8,1.35,4,7,1.333,4.333,7,1.4,3.75,7.5,1.4,3.75,7.5,1.36,4,7,1.7,1.95,1.8,2
E0,03/05/2003,Southampton,Bolton,0,0,D,0,0,D,P Dowd,10,10,4,2,19,9,7,3,3,2,0,0,2.375,3.6,2.375,2.55,3.2,2.5,,,,2.625,3.4,2.25,2.4,3.5,2.4,2.4,3.5,2.4,2.4,3.25,2.5,1.95,1.7,2,1.8
E0,03/05/2003,West Ham,Chelsea,1,0,H,0,0,D,A D'Urso,11,8,7,3,12,15,10,8,3,1,0,0,2.5,3.4,2.375,2.6,3.35,2.4,2.6,3.2,2.2,2.625,3.5,2.2,2.63,3.4,2.25,2.6,3.5,2.25,2.62,3.5,2.2,1.8,1.85,1.9,1.9
E0,04/05/2003,Arsenal,Leeds,2,3,A,1,1,D,A Wiley,33,11,17,6,16,16,6,2,2,1,0,0,1.3,4.5,8,1.35,4.5,7.5,1.3,4.2,8,1.364,4,7,1.36,4,7.5,1.364,4,7.5,1.3,4.5,7.5,1.65,2,1.7,2.1
E0,07/05/2003,Arsenal,Southampton,6,1,H,5,1,H,U Rennie,16,13,13,5,12,16,6,10,1,1,0,0,1.444,3.75,6.5,1.45,3.65,7.5,1.5,3.7,5,1.444,3.75,6,1.5,3.5,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.7,1.95,1.75,2.05
E0,11/05/2003,Birmingham,West Ham,2,2,D,0,0,D,G Poll,10,16,7,10,18,11,6,7,1,1,0,0,3.25,3.5,1.909,3.65,3.65,1.8,,,,3.2,3.5,1.909,3.25,3.5,1.91,3.25,3.5,1.909,3.2,3.5,1.9,1.85,1.85,2,1.8
E0,11/05/2003,Bolton,Middlesboro,2,1,H,2,0,H,R Styles,13,6,6,3,18,18,6,5,3,2,0,1,1.571,3.6,5,1.55,3.85,5,,,,1.571,3.5,5,1.57,3.6,5,1.571,3.6,5,1.57,3.5,5,1.85,1.85,1.95,1.85
E0,11/05/2003,Charlton,Fulham,0,1,A,0,1,A,D Gallagher,10,17,4,7,13,14,2,4,2,3,1,0,2.1,3.25,3,2.1,3.25,3.15,,,,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,1.9,3.25,3.4,1.8,1.9,2,1.8
E0,11/05/2003,Chelsea,Liverpool,2,1,H,2,1,H,A Wiley,13,5,6,3,17,13,4,3,3,1,0,1,2.375,3,2.75,2.42,3.2,2.65,2.1,3.1,3,2.2,3.2,2.8,2.25,3.25,2.75,2.375,3.2,2.625,2.5,2.8,2.75,1.9,1.8,2,1.8
E0,11/05/2003,Everton,Man United,1,2,A,1,1,D,M Riley,8,17,4,12,16,15,6,6,5,3,0,0,2.5,3.4,2.375,2.52,3.35,2.45,,,,2.375,3.5,2.375,2.5,3.4,2.38,2.5,3.4,2.375,2.6,3.4,2.25,1.7,2,1.66,2.15
E0,11/05/2003,Leeds,Aston Villa,3,1,H,1,1,D,M Halsey,11,18,5,6,18,14,1,8,0,1,0,0,1.833,3.25,3.75,1.83,3.35,3.85,,,,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1.75,1.95,1.8,2
E0,11/05/2003,Man City,Southampton,0,1,A,0,1,A,M Dean,17,6,7,3,14,14,10,4,3,4,0,0,1.615,3.4,5,1.65,3.5,4.75,,,,1.615,3.5,4.5,1.53,3.5,5.5,1.615,3.4,5,1.61,3.5,4.5,1.7,2,1.75,2.05
E0,11/05/2003,Sunderland,Arsenal,0,4,A,0,2,A,P Durkin,7,20,3,13,16,12,6,10,1,0,0,0,5,3.4,1.615,4.75,3.6,1.63,,,,4,3.4,1.727,5,3.4,1.62,4.5,3.6,1.615,4.2,3.5,1.66,1.7,2,1.75,2.05
E0,11/05/2003,Tottenham,Blackburn,0,4,A,0,2,A,A D'Urso,11,13,7,9,9,12,6,3,1,1,1,0,2.5,3.5,2.3,2.6,3.3,2.4,,,,3,3.2,2.1,2.63,3.4,2.25,2.6,3.4,2.3,2.62,3.5,2.2,1.8,1.9,1.85,1.95
E0,11/05/2003,West Brom,Newcastle,2,2,D,0,1,A,G Barber,8,14,3,9,9,8,2,8,0,0,0,0,4,3.5,1.727,3.85,3.4,1.82,,,,3.5,3.2,1.909,3.75,3.4,1.8,3.75,3.4,1.8,3.75,3.3,1.8,1.75,1.95,1.8,2
