Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
N1,08/04/07,Feyenoord,Groningen,0,4,A,0,0,D,1.72,3.5,4.75,1.6,3.65,4.75,1.55,3.5,5.25,1.55,3.5,4.8,1.57,3.5,5,1.57,3.5,5.5,1.57,3.6,4.8,1.67,3.5,4.5,1.5,3.6,5.5,39,1.73,1.6,3.75,3.52,6,5.03,27,1.71,1.64,2.19,2.08,17,-0.75,2.05,2.02,1.88,1.86
N1,08/04/07,NAC Breda,AZ Alkmaar,1,4,A,1,1,D,4.5,3.5,1.66,3.75,3.3,1.85,3.8,3.4,1.8,3.8,3.3,1.75,4,3.4,1.72,3.8,3.4,1.83,3.8,3.5,1.72,4.5,3.5,1.67,4,3.25,1.75,38,4.6,4.04,3.5,3.38,1.91,1.77,27,1.65,1.58,2.3,2.19,17,0.5,2.14,2.06,1.82,1.78
N1,08/04/07,Twente,Heracles,1,1,D,1,1,D,1.22,4.75,11,1.3,4.5,8.5,1.3,4.5,8,1.25,4.5,9,1.25,4.5,10,1.3,4.5,9,1.3,4.5,7.5,1.25,5,9,1.22,5,10,39,1.31,1.27,5.25,4.65,11,8.98,28,1.57,1.53,2.5,2.3,16,-1.5,1.78,1.76,2.14,2
N1,08/04/07,Utrecht,Willem II,3,0,H,2,0,H,1.7,3.4,4.5,1.75,3.3,4.25,1.7,3.4,4.25,1.7,3.3,4,1.66,3.4,4.33,1.73,3.4,4.33,1.6,3.6,4.5,1.67,3.5,4.5,1.65,3.4,4.35,38,1.77,1.7,3.6,3.42,4.5,4.33,27,1.81,1.72,2.25,2.01,16,-0.75,2.08,2.04,1.86,1.83
N1,08/04/07,Waalwijk,Ajax,2,2,D,1,2,A,8.5,4.75,1.33,7.75,4.1,1.35,6.5,4,1.4,6,3.9,1.4,7,3.75,1.4,7,3.75,1.44,6.5,4.2,1.36,9,4.5,1.29,7,4.35,1.33,39,9,7.31,4.75,4.12,1.44,1.37,28,1.57,1.53,2.5,2.29,17,1.5,1.87,1.82,2.06,2
N1,13/04/07,Ajax,NAC Breda,2,0,H,1,0,H,1.22,6,11,1.25,4.75,9.65,1.25,5,9,1.22,4.8,9.5,1.2,5,11,1.25,5,10,1.22,5,9.5,1.22,5,11,1.2,5.5,9.5,37,1.25,1.23,6.25,5.18,12,9.79,26,1.5,1.46,2.93,2.46,15,-2,2,1.96,1.94,1.9
N1,13/04/07,Sparta,Utrecht,1,1,D,1,0,H,2.5,3.25,2.7,2.55,3.3,2.4,2.55,3.25,2.4,2.45,3.1,2.45,2.4,3.25,2.5,2.6,3.3,2.4,2.5,3.4,2.3,2.5,3.2,2.5,2.4,3.4,2.5,36,2.7,2.54,3.4,3.25,2.7,2.47,25,1.82,1.71,2.1,2,16,0,2.03,1.92,1.95,1.88
N1,14/04/07,Den Haag,Roda JC,0,2,A,0,0,D,3.25,3.5,2.1,3,3.3,2.1,3,3.25,2.1,2.8,3.1,2.2,3.4,3.25,1.9,3.1,3.3,2.1,3,3.4,2,2.88,3.4,2.1,3.1,3.4,2,37,3.4,3.03,3.5,3.28,2.25,2.11,26,1.81,1.71,2.1,1.99,17,0.25,2,1.97,1.93,1.9
N1,14/04/07,Excelsior,Waalwijk,0,3,A,0,0,D,2.1,3.25,3,2.1,3.3,3,2.1,3.25,3,2,3.2,3.1,1.9,3.25,3.4,2.1,3.3,3.1,1.9,3.4,3.25,2.2,3.25,2.88,2.1,3.4,2.8,36,2.3,2.13,3.5,3.29,3.4,2.98,26,1.8,1.71,2.17,2.01,17,-0.25,2.06,2,1.88,1.87
N1,14/04/07,PSV Eindhoven,Twente,2,0,H,2,0,H,1.61,3.8,5,1.55,3.6,5.35,1.6,3.6,4.75,1.5,3.7,5,1.57,3.5,5,1.55,3.6,5.5,1.5,3.8,5,1.57,3.6,5,1.55,3.5,5,36,1.65,1.57,3.8,3.56,5.8,5.21,25,1.77,1.65,2.25,2.09,16,-0.75,1.91,1.87,2.03,1.99
N1,15/04/07,AZ Alkmaar,Vitesse,1,0,H,1,0,H,1.28,4.5,8.5,1.3,4.5,8.25,1.25,5,9,1.22,4.8,9.5,1.2,5,11,1.25,5,10,1.25,5,8,1.3,4.33,9,1.2,5.5,9.5,37,1.3,1.25,5.5,4.91,11,9.18,26,1.55,1.48,2.71,2.38,14,-1.75,2.02,1.97,1.96,1.89
N1,15/04/07,Groningen,Nijmegen,4,1,H,2,1,H,1.75,3.3,4.2,1.85,3.4,3.6,1.8,3.25,4,1.75,3.2,4,1.66,3.4,4.33,1.83,3.4,3.8,1.7,3.5,4,1.73,3.4,4.33,1.75,3.4,3.9,36,1.85,1.78,3.5,3.34,4.33,4.03,26,1.86,1.75,2.1,1.97,17,-0.5,1.87,1.84,2.09,2.03
N1,15/04/07,Heracles,Feyenoord,4,1,H,1,0,H,3.6,3.3,2,3.4,3.4,1.9,3.4,3.25,1.95,3.5,3.2,1.85,3.5,3.4,1.83,3.5,3.4,1.91,3.25,3.4,1.9,2.88,3.4,2.1,3.1,3.4,2,37,3.7,3.43,3.45,3.32,2.1,1.94,26,1.72,1.67,2.25,2.07,17,0.5,1.85,1.81,2.15,2.07
N1,15/04/07,Willem II,Heerenveen,1,3,A,0,0,D,3,3.4,2.05,2.55,3.3,2.4,2.6,3.3,2.35,2.5,3,2.5,2.6,3.2,2.37,2.6,3.2,2.5,2.6,3.4,2.25,2.62,3.5,2.25,2.6,3.3,2.3,36,3,2.68,3.5,3.26,2.5,2.33,26,1.76,1.69,2.17,2.04,16,0.25,1.9,1.87,2.04,2
N1,22/04/07,Ajax,Sparta,5,2,H,3,1,H,1.14,6,13,1.15,6,13,1.14,6.25,14,1.15,6,12,1.12,6.5,12,1.14,6.25,15,1.12,6,15,1.12,6.5,17,1.12,6,15,40,1.17,1.13,7,6.28,18,13.98,26,1.91,1.85,2.02,1.95,14,-2.25,2.07,2.02,1.88,1.86
N1,22/04/07,AZ Alkmaar,Heerenveen,3,1,H,2,0,H,1.33,4,8,1.4,4,6.75,1.4,4,6.75,1.4,3.9,6,1.44,3.75,6,1.44,4,6.25,1.5,3.6,5.5,1.4,4,7,1.45,3.75,6.5,40,1.46,1.42,4.25,3.9,8.2,6.65,27,1.6,1.52,2.53,2.31,16,-1.25,1.98,1.95,1.95,1.92
N1,22/04/07,Feyenoord,Nijmegen,1,1,D,0,0,D,1.6,3.5,4.75,1.45,3.75,6.5,1.5,3.6,6,1.45,3.8,5.4,1.44,3.75,6,1.53,3.75,5.5,1.53,3.6,5,1.62,3.75,4.5,1.55,3.6,5,39,1.65,1.51,4,3.69,6.6,5.56,26,1.8,1.64,2.26,2.1,17,-0.75,1.9,1.87,2.03,2
N1,22/04/07,Heracles,Excelsior,3,2,H,0,1,A,1.7,3.4,4.33,1.85,3.1,4,1.83,3.25,3.9,1.9,3.2,3.4,1.8,3.25,3.75,1.8,3.25,4.2,1.8,3.4,3.6,1.73,3.25,4.33,1.8,3.4,3.75,40,1.91,1.83,3.45,3.29,4.5,3.84,27,1.95,1.81,2.01,1.92,18,-0.5,1.87,1.83,2.07,2.02
N1,22/04/07,NAC Breda,Roda JC,0,2,A,0,1,A,2.25,3.25,2.75,2.2,3.1,3,2.2,3.2,2.9,2.2,3.1,2.8,2.25,3.2,2.75,2.25,3.3,2.8,2.25,3.1,2.8,2.2,3.25,2.88,2.25,3.25,2.7,40,2.4,2.25,3.3,3.21,3.15,2.81,27,2.04,1.88,1.9,1.85,17,-0.25,2.12,2.08,1.82,1.79
N1,22/04/07,Utrecht,PSV Eindhoven,1,1,D,0,1,A,5,3.6,1.57,4.75,3.65,1.6,4.75,3.4,1.65,4.2,3.2,1.7,4.5,3.5,1.62,4.6,3.5,1.67,4,3.4,1.72,5,3.75,1.57,4.6,3.5,1.6,40,5.5,4.76,3.65,3.46,1.7,1.63,26,1.8,1.73,2.19,1.98,17,0.75,2.12,2.09,1.83,1.8
N1,22/04/07,Vitesse,Twente,1,1,D,0,0,D,2.9,3.1,2.2,2.6,3.2,2.4,2.75,3.1,2.35,2.45,3.1,2.45,2.6,3.2,2.38,2.75,3.2,2.35,2.6,3.4,2.25,2.62,3.25,2.38,2.5,3.2,2.4,39,2.95,2.71,3.4,3.2,2.45,2.33,25,1.75,1.66,2.2,2.06,14,0,2.13,2.05,1.83,1.75
N1,22/04/07,Waalwijk,Willem II,1,1,D,0,1,A,1.85,3.4,3.6,2.05,3.1,3.35,2,3.2,3.3,2,3.1,3.2,2,3.4,3,2,3.25,3.4,2.1,3.5,2.75,1.83,3.4,3.75,1.9,3.2,3.5,39,2.1,1.98,3.4,3.27,3.6,3.33,27,1.95,1.84,1.97,1.89,18,0,1.55,1.46,2.65,2.45
N1,25/04/07,Den Haag,Groningen,1,3,A,0,3,A,4.75,3.4,1.66,4.3,3.4,1.7,4.5,3.4,1.68,,,,4.5,3.5,1.62,4.6,3.5,1.67,4.1,3.6,1.65,4.33,3.6,1.67,4.35,3.4,1.65,39,5.2,4.53,3.65,3.45,1.73,1.67,25,1.7,1.65,2.26,2.09,17,0.75,1.99,1.92,1.98,1.96
N1,29/04/07,Excelsior,AZ Alkmaar,3,2,H,1,1,D,10,5.5,1.2,9.5,5.75,1.2,11,5.75,1.18,15,7,1.1,13,6.5,1.12,13,5.5,1.18,8,5,1.25,10,6,1.2,11,5.5,1.17,35,15,11.22,7,5.79,1.22,1.18,10,1.45,1.37,3,2.74,3,0,10.5,9.25,1.04,1.04
N1,29/04/07,Groningen,Utrecht,0,2,A,0,2,A,2,3.2,3.25,2.1,3,3.3,1.95,3.25,3.5,2,3.1,3.2,1.66,3.5,4.2,1.91,3.25,3.75,1.85,3.5,3.4,1.73,3.4,4,,,,34,2.1,1.94,3.5,3.26,4.2,3.47,10,1.65,1.6,2.2,2.12,5,0,1.55,1.41,2.8,2.57
N1,29/04/07,Heerenveen,Feyenoord,5,1,H,1,0,H,2.1,3.25,2.87,2.1,3.5,2.85,2.1,3.3,3,2.1,3.2,2.9,2.2,3.2,2.8,2.2,3.2,3,2.15,3.2,2.9,1.8,3.5,3.6,2.1,3.25,2.9,36,2.15,2.07,3.5,3.3,3.6,3.06,10,1.65,1.55,2.4,2.22,6,0,1.6,1.54,2.4,2.21
N1,29/04/07,Nijmegen,Den Haag,3,2,H,1,0,H,1.5,3.75,5.5,1.4,4,6.65,1.44,3.8,6.5,1.5,3.7,5,1.44,3.75,6,1.4,4.2,6.75,1.4,3.75,7,1.29,4.5,8.5,1.45,3.75,6,37,1.5,1.45,4.5,3.81,8.5,6.25,10,1.6,1.59,2.38,2.15,4,0,1.2,1.14,4.9,4.44
N1,29/04/07,PSV Eindhoven,Vitesse,5,1,H,2,1,H,1.12,7,12,1.15,6.25,12,1.15,6.25,12,1.22,4.8,9.5,1.14,6,12,1.14,6.6,13,1.14,6,12,1.14,6,15,1.14,6,13,36,1.22,1.14,7,6.24,15,12.78,10,1.5,1.42,2.75,2.56,3,0,1.01,1.01,11,10.5
N1,29/04/07,Roda JC,Heracles,7,0,H,3,0,H,1.33,4.33,7.5,1.3,4.5,8.25,1.32,4.5,8,1.25,4.5,9,1.3,4.33,8,1.3,4.75,8,1.28,4.5,8,1.4,4,6.5,1.3,4.5,8,36,1.4,1.31,5.15,4.49,9,7.99,10,1.65,1.59,2.25,2.12,5,0,1.08,1.05,7.05,6.64
N1,29/04/07,Sparta,Waalwijk,1,0,H,0,0,D,1.8,3.5,3.6,1.7,3.5,4.15,1.8,3.4,3.8,1.7,3.4,3.8,,,,1.83,3.4,3.8,1.7,3.6,3.8,1.83,3.5,3.5,1.85,3.4,3.5,35,1.93,1.83,3.5,3.38,3.99,3.65,10,1.65,1.61,2.25,2.1,5,0,1.4,1.36,3,2.77
N1,29/04/07,Twente,NAC Breda,2,1,H,1,0,H,1.61,3.4,5,1.7,3.5,4.15,1.65,3.5,4.5,1.75,3.5,3.5,,,,1.7,3.6,4.2,1.65,3.6,4.1,1.57,3.6,5,1.65,3.5,4.35,35,1.75,1.65,3.6,3.5,5.15,4.55,10,1.65,1.61,2.25,2.11,4,0,1.2,1.2,3.75,3.63
N1,29/04/07,Willem II,Ajax,0,2,A,0,1,A,8.5,5,1.25,9,5,1.25,9,5,1.25,9,4.5,1.25,9,5.5,1.2,8.5,5.5,1.25,8,5.5,1.22,9,5,1.25,8.5,5,1.25,35,10.2,9.09,5.6,5.09,1.26,1.23,10,1.41,1.3,3.4,3.11,4,0,7.7,7.55,1.06,1.04
