full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Nampalys Mendy,28,709257600,Premier League,2018/2019,Midfielder,Leicester City,2088,1006,1082,France,31,16,15,0,0,0,0,0,0,0,0,9,5,4,26,11,15,5,0,0,0,0,0,0,0,1.12,80,67,418,0,0.22,271,397,-1,18
Nathan Aké,25,793065600,Premier League,2018/2019,Defender,AFC Bournemouth,3412,1710,1702,Netherlands,38,19,19,4,3,1,0,0,0,0,0,10,6,4,66,23,43,3,0,0.11,0,0.11,0.16,0.05,853,1.74,52,90,1137,0,0.08,150,337,148,5
Nathan Holland,22,898214400,Premier League,2018/2019,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nathan Redmond,26,762912000,Premier League,2018/2019,Midfielder,Southampton,3276,1633,1643,England,38,19,19,6,4,2,4,2,2,0,0,7,3,4,53,22,31,3,0,0.27,0.11,0.16,0.22,0.11,546,1.46,62,86,1092,819,0.08,116,137,-1,3
Nathaniel Chalobah,26,787190400,Premier League,2018/2019,Midfielder,Watford,266,67,199,England,9,3,6,0,0,0,0,0,0,0,0,1,1,0,5,2,3,2,0,0,0,0,0,0,0,1.69,53,30,133,0,0.68,-1,-1,-1,19
Nathaniel Clyne,29,670809600,Premier League,2018/2019,Defender,AFC Bournemouth,1254,684,570,England,18,10,8,0,0,0,1,0,1,0,0,6,4,2,24,6,18,2,0,0.07,0.07,0,0,0,0,1.72,52,70,627,1254,0.14,392,180,146,22
Nathaniel Mendez-Laing,28,703296000,Premier League,2018/2019,Midfielder,Cardiff City,984,442,542,England,20,9,11,4,0,4,1,1,0,1,0,6,3,3,15,8,7,0,0,0.46,0.09,0.37,0,0.66,246,1.37,66,49,0,984,0,46,159,-1,5
Neeskens Kebano,28,700185600,Premier League,2018/2019,Midfielder,Fulham,103,74,29,Congo DR,7,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.87,103,15,0,0,0,-1,-1,-1,18
Neil Leonard Dula Etheridge,30,634348800,Premier League,2018/2019,Goalkeeper,Cardiff City,3420,1710,1710,Philippines,38,19,19,0,0,0,0,0,0,0,0,10,5,5,61,34,27,2,0,0,0,0,0,0,0,1.61,56,90,1710,0,0.05,363,392,134,17
Nemanja Matić,32,586396800,Premier League,2018/2019,Midfielder,Manchester United,2441,1051,1390,Serbia,28,12,16,1,1,0,0,0,0,0,0,6,1,5,35,14,21,8,1,0.04,0,0.04,0.09,0,2441,1.29,70,87,305,0,0.29,239,257,-1,11
Nicolas Otamendi,32,571622400,Premier League,2018/2019,Defender,Manchester City,1233,682,551,Argentina,18,9,9,0,0,0,0,0,0,0,0,10,3,7,7,6,1,1,0,0,0,0,0,0,0,0.51,176,69,1233,0,0.07,273,385,4,16
Nikola Tavares,21,916531200,Premier League,2018/2019,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nnamdi Ofoborh,21,941932800,Premier League,2018/2019,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oleksandr Zinchenko,24,850608000,Premier League,2018/2019,Midfielder,Manchester City,1153,613,540,Ukraine,14,8,6,0,0,0,3,2,1,0,0,10,6,4,4,2,2,1,0,0.23,0.23,0,0,0,0,0.31,288,82,1153,384,0.08,284,50,-1,20
Oliver Skipp,20,969062400,Premier League,2018/2019,Midfielder,Tottenham Hotspur,216,191,25,England,8,6,2,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,-1,-1,-1,16
Olivier Giroud,34,528422400,Premier League,2018/2019,Forward,Chelsea,832,446,386,France,27,14,13,2,1,1,4,3,1,0,0,12,7,5,4,1,3,1,0,0.65,0.43,0.22,0.2,0.23,416,0.43,208,31,832,208,0.11,86,7,-1,12
Onyinye Wilfred Ndidi,24,850694400,Premier League,2018/2019,Midfielder,Leicester City,3299,1624,1675,Nigeria,38,19,19,2,2,0,0,0,0,0,0,10,6,4,42,18,24,8,0,0.05,0,0.05,0.11,0,1650,1.15,79,87,412,0,0.22,218,332,-1,9
Oriol Romeu,29,685670400,Premier League,2018/2019,Midfielder,Southampton,2140,1110,1030,Spain,31,16,15,1,1,0,0,0,0,0,0,6,3,3,32,16,16,11,0,0.04,0,0.04,0.08,0,2140,1.35,67,69,195,0,0.46,244,371,-1,9
Oumar Niasse,30,640396800,Premier League,2018/2019,Forward,Cardiff City,998,435,563,Senegal,18,8,10,0,0,0,0,0,0,0,0,3,2,1,12,5,7,0,0,0,0,0,0,0,0,1.08,83,55,0,0,0,415,388,-1,13
Pablo Zabaleta,35,474681600,Premier League,2018/2019,Defender,West Ham United,2092,1216,876,Argentina,26,14,12,0,0,0,1,1,0,0,0,4,2,2,32,22,10,4,0,0.04,0.04,0,0,0,0,1.38,65,80,523,2092,0.17,370,223,99,23
Pape N'Diaye Souaré,30,644630400,Premier League,2018/2019,Defender,Crystal Palace,0,0,0,Senegal,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pascal Groß,29,676944000,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,1878,993,885,Germany,25,13,12,3,2,1,3,1,2,1,1,3,2,1,31,16,15,1,0,0.29,0.14,0.14,0.18,0.1,626,1.49,61,75,1878,626,0.05,126,104,-1,4
Patrick van Aanholt,30,651888000,Premier League,2018/2019,Defender,Crystal Palace,3198,1703,1495,Netherlands,36,19,17,3,2,1,2,0,2,0,0,12,7,5,41,19,22,3,0,0.14,0.06,0.08,0.11,0.06,1066,1.15,78,89,1066,1599,0.08,184,199,53,6
Paul Dummett,29,685843200,Premier League,2018/2019,Defender,Newcastle United,1986,979,1007,Wales,26,13,13,0,0,0,0,0,0,0,0,9,3,6,27,15,12,1,0,0,0,0,0,0,0,1.22,74,76,1986,0,0.05,347,269,69,22
Paul Pogba,27,732153600,Premier League,2018/2019,Midfielder,Manchester United,3011,1517,1494,France,35,18,17,13,10,3,9,4,5,7,3,7,2,5,41,20,21,6,0,0.66,0.27,0.39,0.59,0.18,232,1.23,73,86,502,335,0.18,37,30,-1,1
Paulo Dino Gazzaniga,28,694310400,Premier League,2018/2019,Goalkeeper,Tottenham Hotspur,270,0,270,Argentina,3,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,15
Pedro Obiang,28,701654400,Premier League,2018/2019,Midfielder,West Ham United,1121,609,512,Equatorial Guinea,24,13,11,0,0,0,1,0,1,0,0,7,4,3,17,9,8,0,0,0.08,0.08,0,0,0,0,1.36,66,47,0,1121,0,371,168,-1,22
Pedro Rodriguez,33,554428800,Premier League,2018/2019,Midfielder,Chelsea,1780,958,822,Spain,31,15,16,8,6,2,2,2,0,0,0,11,7,4,18,7,11,2,0,0.51,0.1,0.4,0.56,0.22,223,0.91,99,57,890,890,0.1,35,144,-1,2
Peter Crouch,39,349660800,Premier League,2018/2019,Forward,Burnley,86,56,30,England,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,86,0,1.05,-1,-1,-1,23
Petr Čech,38,390700800,Premier League,2018/2019,Goalkeeper,Arsenal,585,315,270,Czech Republic,7,4,3,0,0,0,0,0,0,0,0,2,2,0,8,3,5,0,0,0,0,0,0,0,0,1.23,73,84,0,0,0,384,377,71,20
Phil Bardsley,35,488764800,Premier League,2018/2019,Defender,Burnley,1672,900,772,Scotland,19,10,9,0,0,0,0,0,0,0,0,4,3,1,22,11,11,9,0,0,0,0,0,0,0,1.18,76,88,186,0,0.48,383,355,62,17
Phil Jagielka,38,398390400,Premier League,2018/2019,Defender,Everton,329,95,234,England,7,3,4,1,1,0,0,0,0,0,0,5,3,2,2,0,2,1,1,0.27,0,0.27,0.95,0,329,0.55,165,47,165,0,0.55,71,272,9,13
Phil Jones,28,698630400,Premier League,2018/2019,Defender,Manchester United,1263,652,611,England,18,9,9,0,0,0,1,0,1,0,0,4,0,4,16,9,7,1,0,0.07,0.07,0,0,0,0,1.14,79,70,1263,1263,0.07,299,189,51,24
Philip Billing,24,834451200,Premier League,2018/2019,Midfielder,Huddersfield Town,2192,1106,1086,Denmark,27,13,14,2,1,1,0,0,0,0,0,5,3,2,41,17,24,7,0,0.08,0,0.08,0.08,0.08,1096,1.68,53,81,313,0,0.29,185,372,-1,4
Philip Foden,20,959472000,Premier League,2018/2019,Midfielder,Manchester City,327,279,48,England,13,10,3,1,1,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0.28,0,0.28,0.32,0,327,0,0,25,0,0,0,67,386,-1,11
Philippe Sandler,23,855532800,Premier League,2018/2019,Defender,Manchester City,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pierre-Emerick Aubameyang,31,614131200,Premier League,2018/2019,Forward,Arsenal,2731,1418,1313,Gabon,36,19,17,22,13,9,5,4,1,4,1,8,7,1,40,14,26,0,0,0.89,0.16,0.73,0.83,0.62,124,1.32,68,76,0,546,0,3,88,-1,1
Pierre-Emile Højbjerg,25,807580800,Premier League,2018/2019,Midfielder,Southampton,2764,1416,1348,Denmark,31,16,15,4,2,2,3,2,1,0,0,4,1,3,52,23,29,10,2,0.23,0.1,0.13,0.13,0.13,691,1.69,53,89,251,921,0.36,136,148,-1,5
Rachid Ghezzal,28,705369600,Premier League,2018/2019,Forward,Leicester City,738,455,283,Algeria,19,12,7,1,1,0,0,0,0,0,0,3,2,1,12,6,6,3,0,0.12,0,0.12,0.2,0,738,1.46,62,39,246,0,0.37,140,322,-1,12
Rafael Euclides Soares Camacho,20,958953600,Premier League,2018/2019,Midfielder,Liverpool,0,0,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Raheem Sterling,26,786844800,Premier League,2018/2019,Forward,Manchester City,2777,1256,1521,England,34,16,18,17,12,5,10,6,4,0,0,18,7,11,19,9,10,3,0,0.88,0.32,0.55,0.86,0.3,163,0.62,146,82,926,278,0.1,12,14,-1,2
Rajiv van La Parra,29,675993600,Premier League,2018/2019,Midfielder,Huddersfield Town,407,168,239,Netherlands,5,2,3,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0,0,0,0,0,0,1.33,68,81,0,0,0,335,396,-1,23
Ramadan Sobhi,23,853977600,Premier League,2018/2019,Forward,Huddersfield Town,75,30,45,Egypt,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.2,75,19,0,0,0,-1,-1,-1,20
Raúl Alonso Jiménez Rodríguez,29,673401600,Premier League,2018/2019,Forward,Wolverhampton Wanderers,3124,1648,1476,Mexico,38,19,19,13,8,5,7,4,3,2,0,9,7,2,39,20,19,4,0,0.58,0.2,0.37,0.44,0.3,240,1.12,80,82,781,446,0.12,42,63,-1,1
Rhys Healey,26,786672000,Premier League,2018/2019,Forward,Cardiff City,49,17,32,England,3,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.84,49,16,0,0,0,-1,-1,-1,14
Ricardo Domingos Barbosa Pereira,27,749865600,Premier League,2018/2019,Defender,Leicester City,3125,1526,1599,Portugal,35,17,18,2,2,0,6,3,3,0,0,10,6,4,40,16,24,7,0,0.23,0.17,0.06,0.12,0,1563,1.15,78,89,446,521,0.2,214,84,52,7
Richarlison de Andrade,23,863222400,Premier League,2018/2019,Forward,Everton,2679,1283,1396,Brazil,35,17,18,13,7,6,1,1,0,0,0,14,9,5,32,15,17,6,1,0.47,0.03,0.44,0.49,0.39,206,1.08,84,77,383,2679,0.24,28,250,-1,1
Riyad Mahrez,29,667094400,Premier League,2018/2019,Midfielder,Manchester City,1339,647,692,Algeria,27,14,13,7,1,6,4,2,2,0,1,13,6,7,9,4,5,0,0,0.74,0.27,0.47,0.14,0.78,191,0.6,149,50,0,335,0,22,32,-1,6
Rob Holding,25,811555200,Premier League,2018/2019,Defender,Arsenal,807,501,306,England,10,6,4,0,0,0,0,0,0,0,0,2,2,0,10,5,5,1,0,0,0,0,0,0,0,1.12,81,81,807,0,0.11,389,411,47,24
Robbie Brady,28,695347200,Premier League,2018/2019,Midfielder,Burnley,715,390,325,Republic of Ireland,16,9,7,0,0,0,1,0,1,0,0,2,1,1,12,8,4,4,1,0.13,0.13,0,0,0,0,1.51,60,45,143,715,0.63,268,108,-1,13
Robert Kenedy Nunes do Nascimento,24,823737600,Premier League,2018/2019,Midfielder,Newcastle United,1344,611,733,Brazil,25,13,12,1,0,1,1,1,0,0,1,8,3,5,17,9,8,1,0,0.13,0.07,0.07,0,0.12,1344,1.14,79,54,1344,1344,0.07,193,184,-1,9
Robert Snodgrass,33,557971200,Premier League,2018/2019,Midfielder,West Ham United,2222,1108,1114,Scotland,33,16,17,2,1,1,5,4,1,0,0,6,3,3,31,16,15,10,0,0.28,0.2,0.08,0.08,0.08,1111,1.26,72,67,222,444,0.41,188,64,-1,8
Roberto Firmino,29,686361600,Premier League,2018/2019,Forward,Liverpool,2620,1347,1273,Brazil,34,16,18,12,7,5,6,3,3,1,0,18,9,9,13,7,6,0,0,0.62,0.21,0.41,0.47,0.35,218,0.45,202,77,0,437,0,32,62,-1,3
Roberto Maximiliano Pereyra,29,663206400,Premier League,2018/2019,Forward,Watford,2825,1467,1358,Argentina,33,17,16,6,5,1,1,0,1,0,0,5,3,2,52,27,25,3,0,0.22,0.03,0.19,0.31,0.07,471,1.66,54,86,942,2825,0.1,97,251,-1,4
Romain Saïss,30,638409600,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,1144,544,600,Morocco,19,8,11,2,1,1,0,0,0,0,0,4,3,1,16,6,10,7,0,0.16,0,0.16,0.17,0.15,572,1.26,72,60,163,0,0.55,115,264,-1,7
Romelu Lukaku,27,737251200,Premier League,2018/2019,Forward,Manchester United,2130,982,1148,Belgium,32,16,16,12,4,8,0,0,0,0,0,7,2,5,36,14,22,4,0,0.51,0,0.51,0.37,0.63,178,1.52,59,67,533,0,0.17,16,305,-1,2
Rondon,31,621907200,Premier League,2018/2019,Forward,Newcastle United,2609,1343,1266,Venezuela,32,16,16,11,6,5,7,5,2,0,0,10,5,5,29,14,15,1,0,0.62,0.24,0.38,0.4,0.36,237,1,90,82,2609,373,0.03,40,43,-1,2
Ross Barkley,27,755049600,Premier League,2018/2019,Midfielder,Chelsea,1241,432,809,England,27,11,16,3,1,2,5,2,3,0,0,11,5,6,13,5,8,1,0,0.58,0.36,0.22,0.21,0.22,414,0.94,95,46,1241,248,0.07,84,12,-1,7
Rúben Diogo Da Silva Neves,23,858211200,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,3009,1451,1558,Portugal,35,17,18,4,3,1,3,2,1,2,0,8,6,2,40,19,21,8,0,0.21,0.09,0.12,0.19,0.06,752,1.2,75,86,376,1003,0.24,145,162,-1,3
Rúben Gonçalo Silva Nascimento Vinagre,21,923616000,Premier League,2018/2019,Defender,Wolverhampton Wanderers,703,514,189,Portugal,17,12,5,0,0,0,0,0,0,0,0,5,4,1,9,6,3,1,0,0,0,0,0,0,0,1.15,78,41,703,0,0.13,406,323,54,15
Ruben Loftus-Cheek,24,822355200,Premier League,2018/2019,Midfielder,Chelsea,983,507,476,England,24,12,12,6,3,3,2,2,0,0,0,12,9,3,8,2,6,0,0,0.73,0.18,0.55,0.53,0.57,164,0.73,123,41,0,492,0,11,83,-1,3
Rui Pedro dos Santos Patrício,32,571881600,Premier League,2018/2019,Goalkeeper,Wolverhampton Wanderers,3330,1620,1710,Portugal,37,18,19,0,0,0,0,0,0,0,0,8,6,2,43,20,23,0,0,0,0,0,0,0,0,1.16,77,90,0,0,0,405,328,56,19
Ryan Bennett,30,636681600,Premier League,2018/2019,Defender,Wolverhampton Wanderers,3060,1710,1350,England,34,19,15,1,1,0,0,0,0,0,0,9,7,2,36,20,16,12,0,0.03,0,0.03,0.05,0,3060,1.06,85,90,255,0,0.35,256,304,40,10
Ryan Bertrand,31,618278400,Premier League,2018/2019,Defender,Southampton,2160,1170,990,England,24,13,11,1,1,0,0,0,0,0,0,6,3,3,36,15,21,8,0,0.04,0,0.04,0.08,0,2160,1.5,60,90,270,0,0.33,245,366,117,13
Ryan Fraser,26,762048000,Premier League,2018/2019,Midfielder,AFC Bournemouth,3173,1605,1568,Scotland,38,19,19,7,5,2,14,5,9,0,0,10,6,4,61,23,38,2,0,0.6,0.4,0.2,0.28,0.11,453,1.73,52,84,1587,227,0.06,95,9,-1,3
Ryan Fredericks,28,718675200,Premier League,2018/2019,Midfielder,West Ham United,1085,404,681,England,15,5,10,1,1,0,0,0,0,0,0,3,2,1,13,1,12,5,0,0.08,0,0.08,0.22,0,1085,1.08,83,72,217,0,0.41,189,340,-1,11
Ryan Giles,20,948844800,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ryan Guno Babel,33,535334400,Premier League,2018/2019,Forward,Fulham,1260,668,592,Netherlands,16,9,7,5,3,2,3,3,0,0,0,3,2,1,24,12,12,3,0,0.57,0.21,0.36,0.4,0.3,252,1.71,53,79,420,420,0.21,47,61,-1,3
Ryan Schofield,21,944870400,Premier League,2018/2019,Goalkeeper,Huddersfield Town,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ryan Sessegnon,20,958608000,Premier League,2018/2019,Defender,Fulham,2298,1095,1203,England,35,18,17,2,1,1,6,3,3,0,0,4,3,1,58,22,36,0,0,0.31,0.23,0.08,0.08,0.07,1149,2.27,40,66,0,383,0,182,53,168,6
Sadio Mané,28,702864000,Premier League,2018/2019,Forward,Liverpool,3086,1643,1443,Senegal,36,19,17,22,18,4,1,0,1,0,0,20,12,8,18,8,10,2,0,0.67,0.03,0.64,0.99,0.25,140,0.52,171,86,1543,3086,0.06,4,249,-1,1
Sam Gallagher,25,811123200,Premier League,2018/2019,Forward,Southampton,30,7,23,England,4,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,17
Sam Surridge,22,901584000,Premier League,2018/2019,Forward,AFC Bournemouth,11,0,11,England,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,15
Sam Vokes,31,624931200,Premier League,2018/2019,Forward,Burnley,913,455,458,Wales,20,10,10,3,2,1,0,0,0,0,0,4,2,2,18,9,9,0,0,0.3,0,0.3,0.4,0.2,304,1.77,51,46,0,0,0,64,351,-1,3
Sam Woods,22,905472000,Premier League,2018/2019,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samir Nasri,33,551664000,Premier League,2018/2019,Midfielder,West Ham United,246,102,144,France,5,2,3,0,0,0,2,2,0,0,0,1,1,0,2,1,1,0,0,0.73,0.73,0,0,0,0,0.73,123,49,0,123,0,-1,-1,-1,15
Sandro Ramirez,25,805248000,Premier League,2018/2019,Forward,Everton,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Scott Dann,33,540259200,Premier League,2018/2019,Defender,Crystal Palace,660,360,300,England,10,4,6,0,0,0,1,0,1,0,0,3,2,1,7,4,3,1,0,0.14,0.14,0,0,0,0,0.95,94,66,660,660,0.14,276,101,24,14
Scott McTominay,24,850003200,Premier League,2018/2019,Midfielder,Manchester United,861,345,516,England,16,7,9,2,0,2,0,0,0,0,0,3,1,2,17,6,11,1,0,0.21,0,0.21,0,0.35,431,1.78,51,54,861,0,0.1,91,303,-1,8
Sead Kolašinac,27,740534400,Premier League,2018/2019,Defender,Arsenal,1891,1127,764,Bosnia and Herzegovina,24,14,10,0,0,0,5,3,2,0,0,5,5,0,26,10,16,5,0,0.24,0.24,0,0,0,0,1.24,73,79,378,378,0.24,285,45,75,22
Séamus Coleman,32,592531200,Premier League,2018/2019,Defender,Everton,2560,1333,1227,Republic of Ireland,29,15,14,2,2,0,2,0,2,0,0,13,8,5,29,15,14,1,0,0.14,0.07,0.07,0.14,0,1280,1.02,88,88,2560,1280,0.04,197,178,34,8
Sean Longstaff,23,878169600,Premier League,2018/2019,Midfielder,Newcastle United,688,355,333,England,9,4,5,1,1,0,0,0,0,0,0,3,3,0,8,1,7,2,0,0.13,0,0.13,0.25,0,688,1.05,86,76,344,0,0.26,135,263,-1,11
Sean Morrison,29,663292800,Premier League,2018/2019,Defender,Cardiff City,3040,1600,1440,England,34,18,16,1,0,1,3,2,1,0,0,9,4,5,57,34,23,6,0,0.12,0.09,0.03,0,0.06,3040,1.69,53,89,507,1013,0.18,255,164,140,8
Sebastian Prödl,33,551232000,Premier League,2018/2019,Defender,Watford,13,0,13,Austria,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,22
Serge Aurier,27,725155200,Premier League,2018/2019,Defender,Tottenham Hotspur,564,136,428,Côte d'Ivoire,8,2,6,0,0,0,2,0,2,0,0,3,0,3,9,2,7,1,0,0.32,0.32,0,0,0,0,1.44,63,71,564,282,0.16,351,15,108,27
Sergio Aguero,32,581212800,Premier League,2018/2019,Forward,Manchester City,2480,1125,1355,Argentina,33,16,17,21,15,6,8,5,3,2,0,19,8,11,15,8,7,3,0,1.05,0.29,0.76,1.2,0.4,118,0.54,165,75,827,310,0.11,1,28,-1,1
Sergio Germán Romero,33,540950400,Premier League,2018/2019,Goalkeeper,Manchester United,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergio Rico,27,746841600,Premier League,2018/2019,Goalkeeper,Fulham,2610,1350,1260,Spain,29,15,14,0,0,0,0,0,0,0,0,5,3,2,53,24,29,1,0,0,0,0,0,0,0,1.83,49,90,2610,0,0.03,320,406,153,21
Shane Duffy,28,694224000,Premier League,2018/2019,Defender,Brighton & Hove Albion,3088,1558,1530,Republic of Ireland,35,18,17,5,2,3,1,1,0,0,0,7,5,2,51,23,28,5,1,0.17,0.03,0.15,0.12,0.18,618,1.49,61,88,515,3088,0.17,123,253,115,2
Shane Long,33,538272000,Premier League,2018/2019,Forward,Southampton,1269,629,640,Republic of Ireland,26,15,11,5,3,2,1,1,0,0,0,5,2,3,20,7,13,3,0,0.43,0.07,0.35,0.43,0.28,254,1.42,63,49,423,1269,0.21,51,182,-1,4
Shinji Okazaki,34,513993600,Premier League,2018/2019,Forward,Leicester City,269,126,143,Japan,21,13,8,0,0,0,1,0,1,0,0,2,2,0,1,0,1,0,0,0.33,0.33,0,0,0,0,0.33,269,13,0,269,0,-1,-1,-1,19
Shkodran Mustafi,28,703468800,Premier League,2018/2019,Defender,Arsenal,2617,1263,1354,Germany,31,15,16,2,0,2,0,0,0,0,0,6,5,1,36,12,24,9,0,0.07,0,0.07,0,0.13,1309,1.24,73,84,291,0,0.31,201,378,74,9
Simon Francis,35,477360000,Premier League,2018/2019,Defender,AFC Bournemouth,1226,675,551,England,17,9,8,0,0,0,2,1,1,0,0,5,3,2,23,11,12,1,0,0.15,0.15,0,0,0,0,1.69,53,72,1226,613,0.07,360,99,138,26
Simon Mignolet,32,573609600,Premier League,2018/2019,Goalkeeper,Liverpool,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sokratis Papastathopoulos,32,581817600,Premier League,2018/2019,Defender,Arsenal,2199,1119,1080,Greece,25,13,12,1,0,1,2,2,0,0,0,6,6,0,31,9,22,12,0,0.12,0.08,0.04,0,0.08,2199,1.27,71,88,183,1100,0.49,234,173,82,12
Solomon March,26,774662400,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,2473,1153,1320,England,35,16,19,1,1,0,5,1,4,0,0,6,4,2,39,13,26,1,0,0.22,0.18,0.04,0.08,0,2473,1.42,63,71,2473,495,0.04,242,82,-1,11
Souleymane Bamba,35,474422400,Premier League,2018/2019,Defender,Cardiff City,2475,1260,1215,Côte d'Ivoire,28,14,14,4,2,2,1,1,0,0,0,7,4,3,46,23,23,7,0,0.18,0.04,0.15,0.14,0.15,619,1.67,54,88,354,2475,0.25,118,222,136,4
Stefan Marius Johansen,29,663292800,Premier League,2018/2019,Midfielder,Fulham,412,130,282,Norway,12,5,7,0,0,0,0,0,0,0,0,0,0,0,11,1,10,4,0,0,0,0,0,0,0,2.4,37,34,103,0,0.87,318,401,-1,24
Stefano Okaka,31,618624000,Premier League,2018/2019,Forward,Watford,22,9,13,Italy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4.09,22,11,22,0,4.09,-1,-1,-1,16
Stephan Lichtsteiner,36,443059200,Premier League,2018/2019,Defender,Arsenal,940,408,532,Switzerland,14,7,7,0,0,0,0,0,0,0,0,2,2,0,18,4,14,3,0,0,0,0,0,0,0,1.72,52,67,313,0,0.29,387,407,147,25
Stephen Ward,35,493344000,Premier League,2018/2019,Defender,Burnley,230,74,156,Republic of Ireland,3,1,2,0,0,0,0,0,0,0,0,1,0,1,6,3,3,1,0,0,0,0,0,0,0,2.35,38,77,230,0,0.39,-1,-1,-1,20
Steve Cook,29,672019200,Premier League,2018/2019,Defender,AFC Bournemouth,2787,1350,1437,England,31,15,16,1,0,1,1,0,1,0,0,9,6,3,53,17,36,3,0,0.06,0.03,0.03,0,0.06,2787,1.71,53,90,929,2787,0.1,254,243,145,9
Steve Mounié,26,780796800,Premier League,2018/2019,Forward,Huddersfield Town,1777,1009,768,Benin,31,16,15,2,2,0,3,1,2,0,0,5,3,2,34,15,19,2,1,0.25,0.15,0.1,0.18,0,889,1.72,52,57,592,592,0.15,168,90,-1,6
Steven Davis,35,473385600,Premier League,2018/2019,Midfielder,Southampton,96,6,90,Northern Ireland,3,2,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0.94,0.94,0,0,0,0,2.81,32,32,0,96,0,-1,-1,-1,22
